MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Lot.Shape,Land.Contour,Lot.Config,Land.Slope,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Roof.Style,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Fence,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,Condition,HasShed,HasAlley,Exterior,Garage.Age,Remod.Age,House.Age,Total.SF,Total.Floor.SF,Total.Porch.SF,Total.Bathrooms,Has.Basement,Has.Garage,Has.Porch,Has.Pool,Was.Completed
60,RL,4.330733340286331,9.210440366976517,1.0986122886681098,1.6094379124341003,Corner,1.3862943611198906,Gilbert,1Fam,2Story,6,5,Gable,None,0.0,1.3862943611198906,1.3862943611198906,PConc,1.6094379124341003,1.3862943611198906,0.6931471805599453,Unf,0.0,Unf,0.0,6.638567789166521,763.0,1.6094379124341003,Y,SBrkr,6.638567789166521,6.794586580876499,0.0,7.412160334945205,0.0,0.0,2.0,0.6931471805599453,3.0,0.6931471805599453,3,2.0794415416798357,2.1972245773362196,0.6931471805599453,Attchd,3,2.0,440.0,1.3862943611198906,5.062595033026967,4.442651256490317,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,Norm,False,False,HdBoard,2.8903717578961645,16.0,2.8903717578961645,7.791109510610028,7.412160334945205,4.442651256490317,2.5,1,1,1,0,1
20,RL,4.23410650459726,8.984818995876008,1.0986122886681098,1.6094379124341003,Inside,1.3862943611198906,Gilbert,1Fam,1Story,6,7,Gable,None,0.0,1.3862943611198906,1.6094379124341003,PConc,1.6094379124341003,1.3862943611198906,0.6931471805599453,ALQ,6.841615476477592,Unf,0.0,5.455321115357702,1168.0,1.791759469228055,Y,SBrkr,7.080026499922591,0.0,0.0,7.080026499922591,0.6931471805599453,0.0,2.0,0.0,3.0,0.6931471805599453,3,1.9459101490553132,2.1972245773362196,0.0,Attchd,3,2.0,420.0,1.3862943611198906,6.182084906716632,3.091042453358316,0.0,0.0,0.0,0.0,GdPrv,6.2166061010848646,3.0,2010.0,GroupedWD,Normal,Norm,True,False,HdBoard,2.9444389791664403,3.0,2.9444389791664403,7.764720544771477,7.080026499922591,3.091042453358316,3.0,1,1,1,0,1
60,RL,4.1588830833596715,9.036344063928219,1.0986122886681098,1.6094379124341003,Inside,1.3862943611198906,Gilbert,1Fam,2Story,6,5,Gable,None,0.0,1.3862943611198906,1.3862943611198906,PConc,1.6094379124341003,1.3862943611198906,0.6931471805599453,Unf,0.0,Unf,0.0,6.672032945461067,789.0,1.6094379124341003,Y,SBrkr,6.672032945461067,6.517671272912275,0.0,7.290292882446597,0.0,0.0,2.0,0.6931471805599453,3.0,0.6931471805599453,3,2.0794415416798357,2.1972245773362196,0.6931471805599453,Attchd,3,2.0,393.0,1.3862943611198906,0.0,4.330733340286331,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2010.0,GroupedWD,Normal,Norm,False,False,VinylSd,2.5649493574615367,12.0,2.5649493574615367,7.720905251936779,7.290292882446597,4.330733340286331,2.5,1,1,1,0,1
20,RL,4.454347296253507,9.227885551191932,0.6931471805599453,1.6094379124341003,Inside,1.3862943611198906,Gilbert,1Fam,1Story,7,5,Gable,None,0.0,1.3862943611198906,1.3862943611198906,PConc,1.6094379124341003,1.3862943611198906,1.6094379124341003,GLQ,6.45833828334479,Unf,0.0,6.498282149476434,1300.0,1.6094379124341003,Y,SBrkr,7.201916317531627,0.0,0.0,7.201916317531627,0.6931471805599453,0.0,1.0,0.6931471805599453,2.0,0.6931471805599453,4,1.791759469228055,2.1972245773362196,0.6931471805599453,Attchd,1,2.0,506.0,1.3862943611198906,5.262690188904886,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,2.0,2010.0,GroupedWD,Normal,Norm,False,False,HdBoard,3.044522437723423,20.0,3.044522437723423,7.879291485082271,7.201916317531627,0.0,2.5,1,1,0,0,1
120,RL,4.23410650459726,8.82776136765472,1.0986122886681098,1.6094379124341003,Corner,1.3862943611198906,StoneBr,TwnhsE,1Story,8,5,Gable,None,0.0,1.6094379124341003,1.3862943611198906,PConc,1.6094379124341003,1.3862943611198906,1.3862943611198906,GLQ,5.910796644040527,BLQ,7.02197642307216,0.0,1488.0,1.3862943611198906,Y,SBrkr,7.315218389752975,0.0,0.0,7.315218389752975,0.6931471805599453,0.0,1.0,0.6931471805599453,1.0,0.6931471805599453,4,1.6094379124341003,2.1972245773362196,0.0,Attchd,2,2.0,528.0,1.3862943611198906,0.0,4.007333185232471,0.0,0.0,4.948759890378168,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,Norm,False,False,HdBoard,3.258096538021482,25.0,3.258096538021482,8.003363058629947,7.315218389752975,5.272999558563747,2.5,1,1,1,0,1
60,RL,3.871201010907891,10.887530386461101,1.3862943611198906,1.0986122886681098,CulDSac,1.0986122886681098,StoneBr,1Fam,2Story,8,5,Hip,BrkFace,6.403574197934815,1.791759469228055,1.3862943611198906,PConc,1.6094379124341003,1.3862943611198906,1.6094379124341003,ALQ,7.256297239690681,Unf,0.0,5.459585514144159,1650.0,1.791759469228055,Y,SBrkr,7.43307534889858,7.371489295214277,0.0,8.09559870137819,0.6931471805599453,0.0,3.0,0.6931471805599453,4.0,0.6931471805599453,5,2.5649493574615367,1.791759469228055,0.6931471805599453,BuiltIn,3,3.0,841.0,1.3862943611198906,6.222576268071369,3.6109179126442243,0.0,0.0,5.351858133476067,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,Norm,False,False,CemntBd,2.0794415416798357,7.0,2.0794415416798357,8.503094267036737,8.09559870137819,5.5093883366279774,4.5,1,1,1,0,1
50,RL,5.030437921392435,9.403849118160702,1.0986122886681098,1.3862943611198906,Inside,1.0986122886681098,Gilbert,1Fam,1.5Fin,8,7,Gable,None,0.0,1.6094379124341003,1.3862943611198906,Other,1.6094379124341003,1.3862943611198906,1.3862943611198906,GLQ,6.059123195581797,Unf,0.0,4.890349128221754,559.0,1.6094379124341003,Y,SBrkr,6.985641817639208,6.511745329644728,0.0,7.469083884921234,0.0,0.0,2.0,0.0,4.0,0.6931471805599453,3,2.1972245773362196,2.1972245773362196,0.0,Basment,2,2.0,492.0,1.3862943611198906,5.786897381366708,2.5649493574615367,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,Norm,False,False,Wd Sdng,3.1354942159291497,5.0,3.1354942159291497,7.7458682297922685,7.469083884921234,2.5649493574615367,2.0,1,1,1,0,1
20,RL,4.48863636973214,9.340929941679784,0.6931471805599453,1.6094379124341003,Corner,1.3862943611198906,StoneBr,1Fam,1Story,9,2,Hip,Stone,5.860786223465865,1.6094379124341003,1.3862943611198906,PConc,1.791759469228055,1.3862943611198906,1.3862943611198906,GLQ,7.27655640271871,Unf,0.0,6.021023349349527,1856.0,1.791759469228055,Y,SBrkr,7.526717561352706,0.0,0.0,7.526717561352706,0.6931471805599453,0.0,1.0,0.6931471805599453,1.0,0.6931471805599453,5,2.1972245773362196,2.1972245773362196,0.6931471805599453,Attchd,3,3.0,834.0,1.3862943611198906,4.736198448394496,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,New,Partial,Norm,False,False,VinylSd,0.0,0.0,0.0,8.21959545417708,7.526717561352706,0.0,2.5,1,1,0,0,0
20,RL,4.948759890378168,9.859483417038073,0.6931471805599453,1.6094379124341003,Corner,1.3862943611198906,Gilbert,1Fam,1Story,4,5,Gable,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,1.3862943611198906,1.3862943611198906,0.6931471805599453,LwQ,4.795790545596741,Unf,0.0,6.61338421837956,864.0,1.791759469228055,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1.0,0.0,2.0,0.6931471805599453,3,1.6094379124341003,2.1972245773362196,0.0,Detchd,1,2.0,400.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,Norm,False,False,VinylSd,4.0943445622221,59.0,4.0943445622221,7.455298485683291,6.762729506931879,0.0,1.0,1,1,0,0,1
20,RL,4.454347296253507,9.486152271857476,0.6931471805599453,1.6094379124341003,Inside,1.3862943611198906,NWAmes,1Fam,1Story,6,6,Gable,Stone,4.787491742782046,1.3862943611198906,1.3862943611198906,CBlock,1.6094379124341003,1.3862943611198906,0.6931471805599453,ALQ,6.673297967767654,Rec,5.099866427824199,6.380122536899765,1542.0,1.3862943611198906,Y,SBrkr,7.637234388789473,0.0,0.0,7.637234388789473,0.6931471805599453,0.0,2.0,0.0,3.0,0.6931471805599453,3,2.0794415416798357,2.0794415416798357,1.0986122886681098,Attchd,1,2.0,500.0,1.3862943611198906,5.857933154483459,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,2.0,2010.0,GroupedWD,Normal,Norm,False,False,Plywood,3.4965075614664802,22.0,3.4965075614664802,8.193123721512068,7.637234388789473,0.0,3.0,1,1,0,0,1
20,RL,4.663439094112067,9.371778717853713,1.0986122886681098,1.6094379124341003,Inside,1.3862943611198906,NWAmes,1Fam,1Story,6,6,Hip,BrkFace,6.175867270105761,1.3862943611198906,1.3862943611198906,CBlock,1.6094379124341003,1.3862943611198906,0.6931471805599453,BLQ,6.559615237493242,Unf,0.0,7.038783541388542,1844.0,1.791759469228055,Y,SBrkr,7.520234556474628,0.0,0.0,7.520234556474628,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,3,2.0794415416798357,2.1972245773362196,0.6931471805599453,Attchd,2,2.0,546.0,1.3862943611198906,0.0,4.812184355372417,0.0,0.0,0.0,0.0,MnPrv,0.0,1.0,2010.0,Other,Normal,Norm,False,False,Plywood,3.5263605246161616,33.0,3.5263605246161616,8.213110697596676,7.520234556474628,4.812184355372417,2.0,1,1,1,0,1
85,RL,4.454347296253507,9.271059107010888,0.6931471805599453,1.6094379124341003,Inside,1.3862943611198906,NWAmes,1Fam,SFoyer,7,6,Gable,BrkFace,4.406719247264253,1.3862943611198906,1.3862943611198906,CBlock,1.6094379124341003,1.3862943611198906,1.6094379124341003,GLQ,6.786716950605081,LwQ,5.1298987149230735,0.0,1053.0,1.3862943611198906,Y,SBrkr,7.068172000388042,0.0,0.0,7.068172000388042,0.6931471805599453,0.0,2.0,0.0,3.0,0.6931471805599453,4,1.9459101490553132,2.1972245773362196,1.0986122886681098,Attchd,2,2.0,528.0,1.3862943611198906,0.0,4.795790545596741,0.0,0.0,0.0,0.0,MnPrv,0.0,1.0,2010.0,GroupedWD,Family,Norm,False,False,Plywood,3.6109179126442243,36.0,3.6109179126442243,7.708410667257367,7.068172000388042,4.795790545596741,3.0,1,1,1,0,1
60,FV,4.23410650459726,8.922791623969637,0.6931471805599453,1.6094379124341003,Inside,1.3862943611198906,Somerst,1Fam,2Story,7,5,Gable,None,0.0,1.6094379124341003,1.3862943611198906,PConc,1.6094379124341003,1.3862943611198906,0.6931471805599453,GLQ,6.280395838960195,Unf,0.0,5.641907070938114,814.0,1.791759469228055,Y,SBrkr,6.703188113240863,6.7580945044277305,0.0,7.423568444259167,0.6931471805599453,0.0,2.0,0.6931471805599453,3.0,0.6931471805599453,4,2.0794415416798357,2.1972245773362196,0.0,Attchd,2,2.0,663.0,1.3862943611198906,0.0,4.574710978503383,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2010.0,GroupedWD,Normal,Norm,False,False,VinylSd,2.3978952727983707,10.0,2.3978952727983707,7.819636302367592,7.423568444259167,4.574710978503383,3.5,1,1,1,0,1
20,RL,4.23410650459726,9.32741204356202,1.0986122886681098,1.6094379124341003,CulDSac,1.3862943611198906,NAmes,1Fam,1Story,6,7,Gable,BrkFace,5.198497031265826,1.3862943611198906,1.3862943611198906,CBlock,1.3862943611198906,1.3862943611198906,0.6931471805599453,ALQ,6.361302477572996,Unf,0.0,6.056784013228625,1004.0,1.791759469228055,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,0.6931471805599453,0.0,1.0,0.0,2.0,0.6931471805599453,3,1.791759469228055,2.1972245773362196,0.6931471805599453,Attchd,3,2.0,480.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,6.55250788703459,3.0,2010.0,GroupedWD,Normal,Norm,True,False,Wd Sdng,3.713572066704308,40.0,3.713572066704308,7.605392364814935,6.912742820493176,0.0,2.0,1,1,0,0,1
20,RL,4.23410650459726,9.436519311833914,1.0986122886681098,1.6094379124341003,CulDSac,1.3862943611198906,NAmes,1Fam,1Story,5,6,Gable,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,1.3862943611198906,1.3862943611198906,0.6931471805599453,GLQ,6.5998704992128365,Unf,0.0,5.84354441703136,1078.0,1.791759469228055,Y,SBrkr,6.983789965258135,0.0,0.0,6.983789965258135,0.6931471805599453,0.0,1.0,0.6931471805599453,3.0,0.6931471805599453,3,1.9459101490553132,2.1972245773362196,0.6931471805599453,Attchd,3,2.0,500.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,GroupedWD,Normal,Norm,False,False,VinylSd,3.6888794541139363,2.0,3.6888794541139363,7.676473646389156,6.983789965258135,0.0,2.5,1,1,0,0,1
20,RL,4.189654742026425,9.042040056544483,0.6931471805599453,1.6094379124341003,Inside,1.3862943611198906,NAmes,1Fam,1Story,5,6,Gable,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,1.3862943611198906,1.3862943611198906,0.6931471805599453,BLQ,6.654152520183219,Unf,0.0,5.641907070938114,1056.0,1.791759469228055,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,0.6931471805599453,0.0,1.0,0.0,3.0,0.6931471805599453,3,1.9459101490553132,2.1972245773362196,0.6931471805599453,Attchd,1,1.0,304.0,1.3862943611198906,0.0,4.454347296253507,5.220355825078324,0.0,0.0,0.0,NoFence,0.0,7.0,2010.0,GroupedWD,Normal,Norm,False,False,VinylSd,3.7612001156935624,42.0,3.7612001156935624,7.655864017616056,6.963189985870238,5.598421958998375,2.0,1,1,1,0,1
20,RL,4.2626798770413155,9.036106025364846,0.6931471805599453,1.6094379124341003,Corner,1.3862943611198906,NAmes,1Fam,1Story,4,5,Gable,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,1.3862943611198906,1.3862943611198906,0.6931471805599453,ALQ,6.690842277418564,Rec,4.3694478524670215,0.0,882.0,1.3862943611198906,Y,SBrkr,6.78332520060396,0.0,0.0,6.78332520060396,0.6931471805599453,0.0,1.0,0.0,2.0,0.6931471805599453,3,1.6094379124341003,2.1972245773362196,0.0,Attchd,3,2.0,525.0,1.3862943611198906,5.484796933490655,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,4.0,2010.0,GroupedWD,Normal,Norm,False,False,Plywood,3.713572066704308,40.0,3.713572066704308,7.475905969367397,6.78332520060396,0.0,2.0,1,1,0,0,1
20,RL,4.2626798770413155,9.259225769705994,0.6931471805599453,1.6094379124341003,FR2,1.3862943611198906,NAmes,1Fam,1Story,4,5,Gable,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,1.3862943611198906,1.3862943611198906,0.6931471805599453,ALQ,6.07073772800249,Unf,0.0,6.07073772800249,864.0,1.3862943611198906,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,3,1.791759469228055,2.1972245773362196,0.6931471805599453,NoGarage,0,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2010.0,Other,Normal,Norm,False,False,HdBoard,3.367295829986474,39.0,3.6888794541139363,7.455298485683291,6.762729506931879,0.0,1.0,1,0,0,0,1
120,RH,3.295836866004329,8.675734219544788,1.0986122886681098,1.6094379124341003,FR2,1.3862943611198906,NAmes,TwnhsE,1Story,7,5,Gable,None,0.0,1.6094379124341003,1.3862943611198906,PConc,1.6094379124341003,1.3862943611198906,0.6931471805599453,GLQ,6.9584483932976555,BLQ,0.0,5.872117789475416,1405.0,1.791759469228055,Y,SBrkr,7.198931240688173,0.0,0.0,7.198931240688173,0.6931471805599453,0.0,2.0,0.0,2.0,0.6931471805599453,4,1.791759469228055,2.1972245773362196,0.6931471805599453,Attchd,3,2.0,511.0,1.3862943611198906,5.318119993844216,4.23410650459726,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2010.0,GroupedWD,Normal,Norm,False,False,MetalSd,2.4849066497880004,11.0,2.4849066497880004,7.916807490937603,7.198931240688173,4.23410650459726,3.0,1,1,1,0,1
